ID,Locality,Sale_rent,Zipcode,Building condition,Price,Kitchen type,Living area,Furnished,Surface of the plot,Number of frontages,Swimming pool,Bedrooms,Garden,Garden surface,Terrace,Terrace surface,Type of property
10011377,forest,for-sale,1190,True,249000,True,80 m² square meters,False,0,2,False,2,False,0,True,20 m² square meters,Apartment
10127497,anderlecht,for-sale,1070,True,250000,True,85 m² square meters,False,0,0,False,2,False,0,False,0,Apartment
9542529,jette,for-sale,1090,True,250000,True,90 m² square meters,False,0,0,False,2,False,0,True,8 m² square meters,Apartment
10119632,woluwe-saint-lambert,for-sale,1200,True,250000,True,70 m² square meters,False,0,2,False,1,False,0,True,7 m² square meters,Apartment
10342999,leuven,for-sale,3000,False,320000,True,95 m² square meters,False,0,0,False,2,False,0,True,4 m² square meters,Apartment
10342998,leuven,for-sale,3000,False,585000,True,190 m² square meters,False,0,0,False,4,False,0,True,13 m² square meters,Apartment
10342997,wijgmaal,for-sale,3018,False,435000,True,171 m² square meters,False,725 m² square meters,0,False,3,True,300 m² square meters,False,0,Mixed-use building
10130128,heist-op-den-berg,for-sale,2220,True,320000,False,160 m² square meters,False,1300 m² square meters,0,False,3,True,0,False,0,House
10342995,heist-op-den-berg,for-sale,2220,True,425000,True,0,False,934 m² square meters,0,True,3,True,0,False,0,House
10342994,genk,for-sale,3600,False,229000,False,175 m² square meters,False,486 m² square meters,0,False,3,True,0,False,0,House
10342993,edegem,for-sale,2650,True,283900,True,78 m² square meters,False,0,2,False,2,False,0,True,3 m² square meters,Apartment
10342989,ledeberg,for-sale,9050,True,339000,False,154 m² square meters,False,91 m² square meters,0,False,2,False,0,True,0,House
10236480,westende-bad,for-sale,8434,True,250000,True,79 m² square meters,False,0,2,False,2,False,0,True,0,Apartment
10142404,anderlecht,for-sale,1070,True,255000,True,66 m² square meters,False,0,4,False,1,False,0,True,13 m² square meters,Apartment
10166521,wemmel,for-sale,1780,True,255000,True,80 m² square meters,False,0,2,False,2,False,0,True,2 m² square meters,Apartment
10279524,molenbeek-saint-jean,for-sale,1080,True,259000,False,105 m² square meters,False,0,0,False,2,False,0,True,2 m² square meters,Apartment
10152425,saint-josse-ten-noode,for-sale,1210,True,259000,True,75 m² square meters,False,0,2,False,2,False,0,False,0,Mixed-use building
9927691,deerlijk,for-sale,8540,True,262650,True,125 m² square meters,False,0,0,False,2,False,0,True,0,Mixed-use building
9927685,deerlijk,for-sale,8540,True,262650,True,125 m² square meters,False,0,0,False,2,False,0,True,0,Apartment
10099100,anderlecht,for-sale,1070,True,265000,True,95 m² square meters,False,0,2,False,2,False,0,True,14 m² square meters,Apartment
10300081,woluwe-saint-lambert,for-sale,1200,True,265000,True,80 m² square meters,False,0,0,False,2,False,0,True,8 m² square meters,Apartment
10153863,etterbeek,for-sale,1040,True,270000,True,67 m² square meters,False,0,2,False,1,False,0,True,9 m² square meters,Apartment
10185149,ixelles,for-sale,1050,True,275000,True,70 m² square meters,False,0,2,False,1,False,0,False,0,Apartment
10309929,forest,for-sale,1190,True,275000,True,91 m² square meters,False,0,4,False,2,False,0,True,0,Apartment
10278004,forest,for-sale,1190,True,275000,True,83 m² square meters,False,0,2,False,1,False,0,False,0,Apartment
10233336,halle,for-sale,1500,True,275000,True,101 m² square meters,False,0,2,False,2,False,0,True,0,Apartment
10039785,laken,for-sale,1020,True,279000,True,82 m² square meters,False,0,4,False,2,False,0,True,5 m² square meters,Apartment
10157377,dilbeek,for-sale,1700,True,279000,True,119 m² square meters,False,0,2,False,3,False,0,True,0,Mixed-use building
10206509,schaerbeek,for-sale,1030,True,280000,True,88 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10206508,schaerbeek,for-sale,1030,True,280000,True,88 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10081826,schaerbeek,for-sale,1030,True,285000,True,84 m² square meters,False,0,2,False,2,False,0,True,6 m² square meters,Apartment
9664974,schaerbeek,for-sale,1030,True,285000,True,88 m² square meters,False,0,4,False,1,False,0,False,0,Apartment
10279992,schaerbeek,for-sale,1030,True,290000,True,85 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10071869,woluwe-saint-lambert,for-sale,1200,True,290000,True,113 m² square meters,False,0,2,False,2,False,0,True,14 m² square meters,Apartment
10282751,bruxelles,for-sale,1000,True,292000,True,72 m² square meters,False,0,4,False,1,False,0,True,8 m² square meters,Apartment
10206421,uccle,for-sale,1180,True,295000,True,64 m² square meters,False,0,2,False,1,False,0,True,4 m² square meters,Apartment
10094822,brussels,for-sale,1000,True,299000,True,95 m² square meters,False,0,2,False,2,False,0,True,5 m² square meters,Apartment
9584170,anderlecht,for-sale,1070,True,299000,True,110 m² square meters,False,0,2,False,2,False,0,True,0,House
10305500,jette,for-sale,1090,True,299000,True,100 m² square meters,False,0,2,False,2,False,0,True,8 m² square meters,Apartment
10294863,jette,for-sale,1090,True,299000,True,115 m² square meters,False,0,2,False,2,False,0,True,7 m² square meters,Apartment
10191311,woluwe-saint-lambert,for-sale,1200,True,299000,True,86 m² square meters,False,0,2,False,2,False,0,True,8 m² square meters,Apartment
10227010,vilvoorde,for-sale,1800,True,299000,True,110 m² square meters,False,0,2,False,2,False,0,True,6 m² square meters,Apartment
10342999,leuven,for-sale,3000,False,320000,True,95 m² square meters,False,0,0,False,2,False,0,True,4 m² square meters,Apartment
10342998,leuven,for-sale,3000,False,585000,True,190 m² square meters,False,0,0,False,4,False,0,True,13 m² square meters,Apartment
10342997,wijgmaal,for-sale,3018,False,435000,True,171 m² square meters,False,725 m² square meters,0,False,3,True,300 m² square meters,False,0,Mixed-use building
10130128,heist-op-den-berg,for-sale,2220,True,320000,False,160 m² square meters,False,1300 m² square meters,0,False,3,True,0,False,0,House
10342995,heist-op-den-berg,for-sale,2220,True,425000,True,0,False,934 m² square meters,0,True,3,True,0,False,0,House
10342994,genk,for-sale,3600,False,229000,False,175 m² square meters,False,486 m² square meters,0,False,3,True,0,False,0,House
10342993,edegem,for-sale,2650,True,283900,True,78 m² square meters,False,0,2,False,2,False,0,True,3 m² square meters,Apartment
10342989,ledeberg,for-sale,9050,True,339000,False,154 m² square meters,False,91 m² square meters,0,False,2,False,0,True,0,House
10219858,aubange,for-sale,6790,True,299000,True,122 m² square meters,False,0,0,False,3,False,0,True,4 m² square meters,Apartment
10122478,bruxelles,for-sale,1000,True,310000,True,116 m² square meters,False,0,3,False,2,False,0,False,0,Apartment
9794708,bruxelles,for-sale,1000,True,310000,True,43 m² square meters,True,0,2,False,0,False,0,False,0,Mixed-use building
10215377,schaerbeek,for-sale,1030,True,310000,True,96 m² square meters,False,0,3,False,2,False,0,False,0,Apartment
10209123,woluwe-saint-lambert,for-sale,1200,True,310000,True,90 m² square meters,False,0,3,False,2,False,0,False,0,Apartment
10260335,wilrijk,for-sale,2610,True,314000,False,145 m² square meters,False,0,3,False,4,False,0,True,13 m² square meters,Apartment
10123972,bruxelles,for-sale,1000,True,315000,True,116 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10123973,anderlecht,for-sale,1070,True,315000,True,116 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10232511,liezele,for-sale,2870,True,318000,True,108 m² square meters,False,0,0,False,2,False,0,True,6 m² square meters,Apartment
10232919,woluwe-saint-lambert,for-sale,1200,True,325000,True,90 m² square meters,False,0,3,False,2,False,0,False,0,Apartment
10279975,liege,for-sale,4020,True,325000,True,114 m² square meters,False,0,2,False,2,False,0,True,0,Apartment
10317830,waregem,for-sale,8793,True,325000,True,140 m² square meters,False,180 m² square meters,3,False,3,False,0,False,0,Mixed-use building
10317828,waregem,for-sale,8793,True,325000,True,140 m² square meters,False,180 m² square meters,3,False,3,False,0,False,0,House
10317827,waregem,for-sale,8793,True,325000,True,140 m² square meters,False,180 m² square meters,3,False,3,False,0,False,0,House
10162425,uccle,for-sale,1180,True,329000,False,100 m² square meters,False,0,2,False,2,False,0,True,20 m² square meters,Apartment
10070097,bruxelles,for-sale,1000,True,335000,True,40 m² square meters,True,0,2,False,0,False,0,False,0,Mixed-use building
9996658,molenbeek-saint-jean,for-sale,1080,True,339990,True,136 m² square meters,False,0,2,False,3,False,0,True,6 m² square meters,Mixed-use building
10146820,ixelles,for-sale,1050,True,340000,True,57 m² square meters,False,0,2,False,1,False,0,False,0,Apartment
10272639,dilbeek,for-sale,1702,True,340000,True,120 m² square meters,False,0,0,False,3,False,0,True,0,Mixed-use building
10304894,schaerbeek,for-sale,1030,True,345000,True,120 m² square meters,False,0,2,False,2,False,0,True,7 m² square meters,Apartment
10282761,bruxelles,for-sale,1000,True,347000,True,104 m² square meters,False,0,3,False,2,False,0,True,9 m² square meters,Apartment
9849253,bruxelles,for-sale,1020,True,349000,True,100 m² square meters,False,0,3,False,2,False,0,True,15 m² square meters,Apartment
10072507,bruxelles,for-sale,1000,True,355000,True,56 m² square meters,True,0,2,False,0,False,0,False,0,Mixed-use building
10228511,arlon,for-sale,6700,True,355000,True,120 m² square meters,True,0,2,False,2,False,0,True,7 m² square meters,Apartment
10046681,blankenberge,for-sale,8370,True,358000,True,116 m² square meters,False,0,2,False,3,False,0,True,0,Apartment
10242496,saint-gilles,for-sale,1060,True,360000,True,75 m² square meters,False,0,0,False,2,False,0,True,9 m² square meters,Apartment
10280495,bruxelles,for-sale,1000,True,365000,True,63 m² square meters,False,0,2,False,1,False,0,True,20 m² square meters,Apartment
10058829,bruxelles,for-sale,1000,True,365000,True,80 m² square meters,False,0,2,False,2,False,0,False,0,Apartment
10242503,uccle,for-sale,1180,True,365000,True,105 m² square meters,False,0,2,False,2,False,0,True,0,Apartment
10274685,zeebrugge,for-sale,8380,True,365000,True,83 m² square meters,False,0,3,False,2,False,0,True,6 m² square meters,Apartment
10342999,leuven,for-sale,3000,False,320000,True,95 m² square meters,False,0,0,False,2,False,0,True,4 m² square meters,Apartment
